Projeto,,Ano,,Tipo,,Autor,,Ementa,,Situação
5747,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,Solicita o recapeamento asfáltico no Bairro Nossa Senhora Aparecida.,,Em Tramitação
,,,,,,,,,,
5745,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita implantação de semáforo no cruzamento das ruas Sargento Cunha e Paracatu, no bairro Bandeirantes.",,Arquivada
,,,,,,,,,,
5744,   ,2013,,Requerimento,,Oliveira Tresse,,Solicita melhorias nas vias de acesso ao Distrito de Sarandira.,,Arquivada
,,,,,,,,,,
5743,   ,2013,,Requerimento,,Oliveira Tresse,,"Solicita operação tapa buraco nas ruas do loteamento Terras Altas, no bairro Jardim Esperança.",,Arquivada
,,,,,,,,,,
5742,   ,2013,,Requerimento,,Cido Reis,,Solicita tapa buraco em toda extensão da Rua Ana Moreira localizada no bairro Bela Aurora.,,Arquivada
,,,,,,,,,,
5741,   ,2013,,Requerimento,,Cido Reis,,Solicita tapa buraco em toda extensão da Av. Santa Luzia localizada no bairro Santa Luzia.,,Arquivada
,,,,,,,,,,
5740,   ,2013,,Requerimento,,Cido Reis,,Solicita tapa buraco em toda extensão da Av. Ibitiguaia localizada no bairro Santa Luzia.,,Arquivada
,,,,,,,,,,
5739,   ,2013,,Requerimento,,Vagner de Oliveira,,"Solicita a conclusão da rede de esgoto na Rua Diomar Monteiro do nº 755, Bairro Grama.",,Arquivada
,,,,,,,,,,
5738,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita que seja aproveitada a área na pedreira situada no final da av. Santa Luzia, bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5737,   ,2013,,Requerimento,,Zé Márcio,,Solicita junto a Funalfa prosseguimento do processo de tombamento do prédio do Fórum Benjamin Colucci.,,Arquivada
,,,,,,,,,,
5736,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita junto a Secretaria de Obras, melhoria na estrada que dá acesso à comunidade Varginha.",,Arquivada
,,,,,,,,,,
5735,   ,2013,,Requerimento,,Ana Rossignoli,,Solicita fiscalização no carga e descarga da rua Floriano Peixoto.,,Arquivada
,,,,,,,,,,
5734,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita a implantação de uma ""Rede Farmácia de Minas"" no Bairro Grama.",,Arquivada
,,,,,,,,,,
5733,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para implantação de mão única na Rua Capitão Arnaldo de Carvalho no Bairro Jardim Glória.,,Arquivada
,,,,,,,,,,
5732,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para construção de encosta na Rua Vitório Sagioro no Centenário.,,Arquivada
,,,,,,,,,,
5731,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para construção de encosta na Rua João Cardoso no Bairro Centenário.,,Arquivada
,,,,,,,,,,
5730,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita corte de vegetação e limpeza do córrego no bairro São Geraldo,,Arquivada
,,,,,,,,,,
5729,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita estudo da SETTRA para possibilidade de ser permitido estacionamento de veículos na rua Pedro Scapin, ao lado direito no sentido de fluência do trânsito aos domingos , no bairro São Mateus",,Arquivada
,,,,,,,,,,
5728,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocação de corrimão na ponte que interliga os dois lados da av. Santa Luzia, localizada na frente ao nº 1280, bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5727,   ,2013,,Requerimento,,Isauro Calais,,Solicita colocação de sinalização horizontal e vertical das ruas do bairro Jardim Esperança.,,Arquivada
,,,,,,,,,,
5726,   ,2013,,Requerimento,,Isauro Calais,,Solicita captação de água pluvial do bairro Granjas Triunfo.,,Arquivada
,,,,,,,,,,
5725,   ,2013,,Requerimento,,Ana Rossignoli,,Solicita desentupimento do bueiro na Avenida Francisco Bernardino.,,Arquivada
,,,,,,,,,,
5724,   ,2013,,Requerimento,,Ana Rossignoli,,"Solicita construção de bueiro, na rua Professor João Lima, no bairro Santa Paula.",,Arquivada
,,,,,,,,,,
5723,   ,2013,,Requerimento,,Jucelio,,Solicita que seja retirado de tramitação o Projeto de Lei nº 96/2013.,,Arquivada
,,,,,,,,,,
5722,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a limpeza de bocas de lobo na Rua Elvira Gouveia Gonelli no Bairro Jardim de Alá.,,Arquivada
,,,,,,,,,,
5721,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita placa com todos os horários de ônibus no ponto final da linha de coletivo 726 no Bairro Cachoeira/Igrejinha.,,Arquivada
,,,,,,,,,,
5720,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a reconstrução do muro lateral da Escola Municipal Gabriel Gonçalves no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5719,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a substituição de luminárias que se encontram queimadas na Rua Argemiro José Machado no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5718,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita policiamento em horários de entrada e saída de alunos da Escola Municipal Gabriel Gonçalves no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5717,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita operação tapa buraco na Rua Antônio de Castro no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5716,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a melhoria no sistema de captação de águas pluviais na Rua Antônio de Castro no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5715,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita asfaltamento da Rua José Pereira Gonzaga no Bairro Cachoeira/Igrejinha.,,Arquivada
,,,,,,,,,,
5714,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita o asfaltamento da Rua Sebastião Martins Barbosa no Bairro Cachoeira/Igrejinha.,,Arquivada
,,,,,,,,,,
5713,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita melhoria das instalações da cozinha e da secretaria da Escola Municipal Gabriel Gonçalves no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5712,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita lâmpadas nos postes da Br. 267 KM 20 no Bairro Cachoeira/Igrejinha.,,Arquivada
,,,,,,,,,,
5711,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a melhoria no sistema de captação de águas pluviais na Rua Argemiro José Machado no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5710,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a instalação de posteamento com luminárias na entrada da Escola Municipal Gabriel Gonçalves no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5709,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita melhoria na quadra de esportes com iluminação adequada e nivelamento do piso da Escola Municipal Gabriel Gonçalves no Bairro Ipiranga.,,Arquivada
,,,,,,,,,,
5708,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a substituição da grade de proteção de boca de lobo naq Rua Elvira Gouveia Gonelli próximo ao número 182 no Bairro Jardim de Alá.,,Arquivada
,,,,,,,,,,
5707,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita fiscalização de uso irregular da Sede da Associação de Moradores do bairro Eldorado.,,Arquivada
,,,,,,,,,,
5706,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita fiscalização do barranco situado na rua Doutor Sebastião de Andrade, no bairro Eldorado.",,Arquivada
,,,,,,,,,,
5705,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina das ruas do bairro Jardim Santa Isabel.,,Arquivada
,,,,,,,,,,
5704,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita poda de árvore nas ruas do bairro Jardim Santa Isabel.,,Arquivada
,,,,,,,,,,
5703,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita implantação de quebra-molas na rua Bady Geara, no bairro Ipiranga.",,Arquivada
,,,,,,,,,,
5702,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita tapa buracos na rua Engenheiro Hugo Vocurca Filho, no bairro Barbosa Lage.",,Arquivada
,,,,,,,,,,
5701,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita construção de algumas bocas de lobo, limpeza de bueiro, operação tapa buraco, limpeza e capina na rua Sebastiana Rosa Freitas, no bairro Jóquei Clube II.",,Arquivada
,,,,,,,,,,
5700,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita poda de árvore em algumas ruas do bairro Barbosa Lage.,,Arquivada
,,,,,,,,,,
5699,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita capina e limpeza nas ruas do bairro Jóquei II.,,Arquivada
,,,,,,,,,,
5698,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita capina e limpeza nas ruas do bairro Barbosa Lage.,,Arquivada
,,,,,,,,,,
5697,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita capina e limpeza da Estrada da Remonta, no bairro Jóquei III.",,Arquivada
,,,,,,,,,,
5696,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita revitalização da Praça do bairro Jóquei III.,,Arquivada
,,,,,,,,,,
5695,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita capina e limpeza da rua Aurora Torres, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5694,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita asfaltamento na rua Aurora Torres, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5693,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita recapeamento das ruas Luiz Rocha e Rui Barbosa, no bairro Santa Terezinha.",,Arquivada
,,,,,,,,,,
5692,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita instalação de quebra-molas na rua Alencar Tristão, no bairro Santa Terezinha.",,Arquivada
,,,,,,,,,,
5691,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,Solicita a capina e limpeza na Rua Sebastião José da Silva no Bairro Nossa Senhora Aparecida.,,Arquivada
,,,,,,,,,,
5690,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,Solicita a capina e limpeza na Rua Orlando Riani no Bairro Nossa Senhora Aparecida.,,Arquivada
,,,,,,,,,,
5689,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita o reparo do asfalto na Rua Capitão Bicalho , no Bairro Nossa Senhora Aparecida.",,Em Tramitação
,,,,,,,,,,
5688,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita reparo do asfalto da rua Candido Portinari, no bairro Nossa Senhora Aparecida.",,Arquivada
,,,,,,,,,,
5686,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita o recapeamento asfáltico da Rua dos Inconfidentes, no Bairro Manoel Honório.",,Arquivada
,,,,,,,,,,
5685,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,Solicita a reconstrução da escada na Rua Horamides Maria Aparecida.,,Arquivada
,,,,,,,,,,
5684,   ,2013,,Requerimento,,Luiz Otávio Fernandes Coelho - Pardal,,"Solicita a capina e limpeza da Rua dos Inconfidentes, no Bairro Manoel Honório.",,Arquivada
,,,,,,,,,,
5683,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita poda de árvores na rua Almirante Barroso ao lado do nº 170, bairro Paineiras",,Arquivada
,,,,,,,,,,
5682,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita a instalação de iluminação pública na rua José Geraldo da Silva, bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5681,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita corte de vegetação e limpeza do escadão situado na rua José Nunes Leal, bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5680,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita conserto de um buraco na rua Edgard Quinnet, no Morro da Glória.",,Arquivada
,,,,,,,,,,
5679,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,"Solicita operação tapa buraco na rua Barão de Santa Helena, no bairro Granbery.",,Arquivada
,,,,,,,,,,
5678,   ,2013,,Requerimento,,Cido Reis,,Solicita asfaltamento de todas as ruas do bairro Residencial Nova Benfica.,,Arquivada
,,,,,,,,,,
5675,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para a implantação de sistema de aconndicionamento do lixo residual e coleta seletiva de lixo na Travessa da Rua Tenente Paulo Maria Delage no Bairro Borboleta.,,Arquivada
,,,,,,,,,,
5674,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a fiscalização de um desmoronamento na rua Heitor Inácio no Bairro Santa Efigênia.,,Arquivada
,,,,,,,,,,
5673,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a retirada de um poste de energia elétrica localizado na Travessa da Rua TenentePaulo Maria Delage no Bairro Borboleta.,,Arquivada
,,,,,,,,,,
5672,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita policiamento nos horários de entrada e saída de alunos na Escola municipal Murilo Mendes no Bairro Grajaú.,,Arquivada
,,,,,,,,,,
5671,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a pintura da Escola Municipal Murilo Mendes na Rua Dr. Leonel Jaguaribe no Bairro Grajaú.,,Arquivada
,,,,,,,,,,
5670,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita estudo para implantação de sistema de captação de águas pluviais na Travessa localizada à Rua Tenente Paulo Maria Delage no Bairro Borboleta.,,Arquivada
,,,,,,,,,,
5669,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita melhorias no sistema de iluminação pública na Travessa da Rua Tenente Paulo Maria Delage no Bairro Borboleta.,,Arquivada
,,,,,,,,,,
5668,   ,2013,,Requerimento,,Júlio Gasparette,,Solicita a limpeza do córrego do Bairro Jardim Cachoeira.,,Arquivada
,,,,,,,,,,
5667,   ,2013,,Requerimento,,Jucelio,,Solicita providências para notificar a direção do Independência Shopping.,,Arquivada
,,,,,,,,,,
5666,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Settra, reform ano encontro das ruas Nossa Senhora de Imaculada Conceição e Vicente Beghelli, no bairro Dom Bosco.",,Arquivada
,,,,,,,,,,
5665,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a Settra, possibilidade de divisão das linhas 511 e 512 entre os bairros Borboleta e Dom Bosco.",,Arquivada
,,,,,,,,,,
5664,   ,2013,,Requerimento,,Jucelio,,"Solicita junto ao Demlurb, capina e limpeza na estrada para o bairro Campo Alegre.",,Arquivada
,,,,,,,,,,
5663,   ,2013,,Requerimento,,Jucelio,,"Solicita junto a secretaria de Educação, possibilidade de implantação de uma unidade do Projeto Curumim, no bairro Dom Bosco.",,Arquivada
,,,,,,,,,,
5662,   ,2013,,Requerimento,,Nilton Militão,,"Solicita colocação de grade e limpeza da boca de lobo da rua Felício Manoel de Oliveira, no bairro Santa Cruz.",,Arquivada
,,,,,,,,,,
5661,   ,2013,,Requerimento,,Nilton Militão,,Solicita fiscalizar o funcionamento dos horários dos ônibus da linha 203 do Marumbi.,,Arquivada
,,,,,,,,,,
5660,   ,2013,,Requerimento,,Nilton Militão,,Solicita colocação de tampa e limpeza de boca de lobo na rua Justino Gomes Monteiro. no bairro Santa Clara.,,Arquivada
,,,,,,,,,,
5659,   ,2013,,Requerimento,,Chico Evangelista,,"Solicita recapeamento asfáltico na rua Américo Lobo, no bairro Manaoel Honório.",,Arquivada
,,,,,,,,,,
5658,   ,2013,,Requerimento,,Dr. Antônio Aguiar,,Solicita conserto de bueiro no passeio da rua São João.,,Arquivada
,,,,,,,,,,
5657,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita tapa buraco na rua Antônio Weitzel, no bairro Barbosa Lage.",,Arquivada
,,,,,,,,,,
5656,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvores na avenida Governador Valadares, no bairro Manoel Honório.",,Arquivada
,,,,,,,,,,
5655,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita analisar solicitação sobre a implantação de cronômetros nos sinais de trânsito.,,Arquivada
,,,,,,,,,,
5654,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita agilidade na inauguração da Quadra Poliesportiva da Escola Estadual Governador Juscelino Kubitschek, no bairro Santa Luzia.",,Arquivada
,,,,,,,,,,
5653,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita pintura de sinalização horizontal na rua Coronel Vidal, no bairro Mariano Procópio.",,Arquivada
,,,,,,,,,,
5652,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita capina e limpeza nas ruas Geraldo Pessoa de Aquino, Sargento Antônio Damião e Q, no bairro Jóquei III.",,Arquivada
,,,,,,,,,,
5651,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita capina e limpeza em ruas do bairro Distrito Industrial.,,Arquivada
,,,,,,,,,,
5650,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita asfalto nas ruas Coronel Sebastião Alves, Professor Roberto Andrade e Coronel Esteves de Paula, no bairro Miguel Marinho.",,Arquivada
,,,,,,,,,,
5649,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita pintura de sinalização horizontal na rua Francisco Almeida, no bairro São Dimas.",,Arquivada
,,,,,,,,,,
5648,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita reforma na tampa de bueiro da rua Edgard Paiva Aguiar, no bairro São Dimas.",,Arquivada
,,,,,,,,,,
5647,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina das ruas do bairro Cerâmica.,,Arquivada
,,,,,,,,,,
5646,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita operação tapa buraco na rua Hélio Tomás, no bairro Cerâmica.",,Arquivada
,,,,,,,,,,
5645,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita poda de árvore na rua Antônio Lopes, no bairro Francisco Bernardino.",,Arquivada
,,,,,,,,,,
5644,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita placa de sinalização nas ruas Abrahão Altaf e Arquiteto Márcio Alves, no bairro Francisco Bernardino.",,Arquivada
,,,,,,,,,,
5643,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita limpeza e capina das ruas do bairro Francisco Bernardino.,,Arquivada
,,,,,,,,,,
5642,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita capina e limpeza nas ruas do bairro Jardim Natal.,,Arquivada
,,,,,,,,,,
5641,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita fiscalização dos postos de recarga, na rua São Mateus no bairro São Mateus.",,Arquivada
,,,,,,,,,,
5640,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita reforma do prédio da antiga TV Industrial.,,Arquivada
,,,,,,,,,,
5639,   ,2013,,Requerimento,,Noraldino Júnior,,"Solicita capina, limpeza e poda de árvore em toda extensão da rua que dá acesso ao Morro do Cristo.",,Arquivada
,,,,,,,,,,
5638,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita reforma da capela do Morro do Cristo.,,Arquivada
,,,,,,,,,,
5637,   ,2013,,Requerimento,,Noraldino Júnior,,Solicita troca de lâmpadas no morro do Cristo.,,Arquivada
,,,,,,,,,,
5636,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita que seja feita uma vistoria na rede de esgoto na Estrada Grama - filgueiras.,,Arquivada
,,,,,,,,,,
5635,   ,2013,,Requerimento,,Vagner de Oliveira,,Solicita a colocação de um abrigo para passageiro na Rua das Margaridas no Bairro Novo Horizonte.,,Arquivada
,,,,,,,,,,
5634,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita o desentupimento de bueiros e se póssivel ampliação da rede de capitação de águas pluviais da rua Luzia Tente, bairro Jardim América",,Arquivada
,,,,,,,,,,
5633,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita restauração da boca de lobo na rua São Vicente na altura do nº 23, bairro Costa Carvalho",,Arquivada
,,,,,,,,,,
5632,   ,2013,,Requerimento,,Dr. Fiorilo,,Solicita reparação do mata-burro na estrada de Sarandira ma fazenda do Cristal,,Arquivada
,,,,,,,,,,
5631,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita colocação de placas proibindo jogar lixo e entulho na av. Santa Luzia a partir do nº 1254, no bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5630,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita capina e limpeza e recolhimento de lixo e entulho na rua Três Ilhas, em frente ao nº 188, bairro Santa Luzia",,Arquivada
,,,,,,,,,,
5629,   ,2013,,Requerimento,,Dr. Fiorilo,,"Solicita estudo para colocar placa de sinalização de transito proibindo parar de estacionar no lado direito da av Santa Luzia no trecho entre a esquina com a rua Ibitiguaia e rua Humberto Berzoini, bairro Santa Luzia",,Em Tramitação
