id_projeto_camara,nome_autor
45412,Dr. Antônio Aguiar
45411,Dr. Antônio Aguiar
45410,Dr. Antônio Aguiar
45409,Dr. Antônio Aguiar
45408,Dr. Antônio Aguiar
45407,Dr. Antônio Aguiar
45406,Dr. Antônio Aguiar
45405,Dr. Antônio Aguiar
45404,Dr. Antônio Aguiar
45403,Dr. Antônio Aguiar
45402,Dr. Antônio Aguiar
45401,Dr. Antônio Aguiar
45400,Dr. Antônio Aguiar
45170,André Mariano
45169,André Mariano
45168,André Mariano
45167,André Mariano
46731,André Mariano
45166,André Mariano
45171,Cido Reis
44909,Júlio Gasparette
44908,Júlio Gasparette
44907,Júlio Gasparette
44906,Júlio Gasparette
44905,Júlio Gasparette
44904,Júlio Gasparette
44903,Júlio Gasparette
44902,Júlio Gasparette
44901,Júlio Gasparette
44900,Júlio Gasparette
45001,Vagner de Oliveira
45000,Vagner de Oliveira
44999,Vagner de Oliveira
44998,Vagner de Oliveira
44997,Vagner de Oliveira
44996,Vagner de Oliveira
44995,Vagner de Oliveira
44994,Vagner de Oliveira
44993,Vagner de Oliveira
44924,Noraldino Júnior
44923,Noraldino Júnior
44922,Noraldino Júnior
44921,Noraldino Júnior
44920,Noraldino Júnior
44919,Noraldino Júnior
44918,Noraldino Júnior
44917,Noraldino Júnior
44916,Noraldino Júnior
44915,Noraldino Júnior
45003,Jucelio
45002,Jucelio
45013,Dr. Fiorilo
45012,Dr. Fiorilo
45011,Dr. Fiorilo
45010,Dr. Fiorilo
45009,Dr. Fiorilo
45008,Dr. Fiorilo
45007,Dr. Fiorilo
45006,Dr. Fiorilo
45005,Dr. Fiorilo
45004,Dr. Fiorilo
44898,Ana Rossignoli
44897,Ana Rossignoli
45027,Oliveira Tresse
45026,Oliveira Tresse
45025,Oliveira Tresse
45024,Oliveira Tresse
45023,Oliveira Tresse
45022,Oliveira Tresse
45021,Oliveira Tresse
45020,Oliveira Tresse
45019,Oliveira Tresse
44947,Noraldino Júnior
44946,Noraldino Júnior
44945,Noraldino Júnior
44944,Noraldino Júnior
44943,Noraldino Júnior
44942,Noraldino Júnior
44941,Noraldino Júnior
44940,Noraldino Júnior
44939,Noraldino Júnior
44938,Noraldino Júnior
44914,Noraldino Júnior
44913,Noraldino Júnior
44912,Noraldino Júnior
44911,Noraldino Júnior
44910,Noraldino Júnior
44888,Nilton Militão
44887,Nilton Militão
44886,Nilton Militão
44885,Nilton Militão
44884,Nilton Militão
44883,Nilton Militão
44882,Nilton Militão
44881,Nilton Militão
44877,Nilton Militão
44876,Nilton Militão
